,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,married,car_possesion,offspring
227,39.0,0.0,1,17.0,0,1,1.0,3.0,superdeluxe,3.0,2.0,0,2,avp,539070.0,0,0,0,0
228,40.0,1.0,2,13.0,1,0,2.0,4.0,standard,3.0,7.0,0,3,seniormanager,360000.0,0,2,1,0
229,20.0,1.0,1,10.0,1,1,3.0,4.0,basic,4.0,2.0,0,5,executive,300000.0,0,3,1,0
230,57.0,1.0,2,8.0,1,1,1.0,5.0,king,4.0,4.0,0,1,vp,538425.0,0,2,1,0
231,39.0,0.0,2,9.0,0,0,3.0,4.0,basic,3.0,2.0,0,3,manager,271605.0,0,3,0,0
232,38.0,1.0,3,20.0,1,0,2.0,4.0,deluxe,3.0,2.0,0,4,manager,340000.0,0,3,0,1
233,36.0,1.0,3,15.0,1,1,2.0,4.0,deluxe,4.0,5.0,0,3,manager,400000.0,0,0,0,1
234,24.0,1.0,3,27.0,0,0,2.0,5.0,deluxe,3.0,3.0,0,4,manager,334365.0,0,1,0,1
235,31.0,1.0,2,,0,0,2.0,4.0,deluxe,4.0,2.0,0,3,manager,300000.0,0,3,1,1
236,23.0,1.0,2,13.0,1,0,2.0,4.0,deluxe,3.0,1.0,1,3,manager,343260.0,0,1,0,1
237,33.0,1.0,1,14.0,1,0,2.0,4.0,standard,3.0,4.0,0,3,seniormanager,414075.0,0,3,1,1
238,32.0,0.0,1,9.0,1,1,2.0,4.0,basic,3.0,2.0,0,3,executive,322530.0,0,3,1,1
239,52.0,1.0,1,15.0,1,1,2.0,4.0,deluxe,3.0,2.0,0,3,manager,366495.0,0,2,1,1
240,30.0,0.0,1,10.0,1,0,2.0,4.0,basic,3.0,5.0,0,3,executive,259425.0,0,2,1,1
241,32.0,0.0,1,,1,1,2.0,4.0,basic,3.0,3.0,0,4,executive,300000.0,0,2,1,1
242,42.0,0.0,1,16.0,0,0,2.0,4.0,standard,3.0,5.0,1,3,seniormanager,428265.0,0,2,1,1
243,45.0,1.0,1,7.0,0,0,2.0,4.0,superdeluxe,4.0,6.0,0,1,avp,560000.0,0,0,0,-1
244,40.0,0.0,2,15.0,2,0,2.0,4.0,standard,3.0,1.0,0,2,seniormanager,340095.0,0,2,0,1
245,52.0,1.0,2,16.0,1,1,2.0,4.0,deluxe,3.0,2.0,0,1,manager,300000.0,0,1,1,1
246,45.0,0.0,3,16.0,1,1,2.0,4.0,standard,3.0,2.0,0,1,seniormanager,406695.0,0,3,0,1
247,56.0,1.0,2,11.0,0,0,2.0,4.0,deluxe,3.0,1.0,0,1,manager,350340.0,0,2,1,1
248,40.0,1.0,1,14.0,1,0,3.0,4.0,standard,3.0,1.0,0,2,seniormanager,390375.0,0,3,1,0
249,51.0,0.0,1,8.0,2,1,2.0,4.0,superdeluxe,3.0,3.0,0,2,executive,393765.0,0,2,0,1
250,47.0,1.0,1,13.0,1,1,2.0,4.0,deluxe,3.0,2.0,0,2,manager,350000.0,0,2,0,1
251,36.0,1.0,1,6.0,1,0,2.0,4.0,basic,4.0,1.0,0,2,executive,270000.0,0,2,1,1
252,29.0,1.0,2,9.0,0,0,3.0,4.0,basic,3.0,1.0,1,1,executive,400000.0,1,0,0,0
253,40.0,1.0,1,21.0,1,1,2.0,4.0,standard,3.0,2.0,1,1,seniormanager,418560.0,0,1,0,1
254,32.0,0.0,1,12.0,1,1,2.0,4.0,basic,3.0,4.0,1,2,executive,259680.0,0,3,1,1
255,43.0,0.0,2,33.0,1,0,2.0,5.0,deluxe,3.0,8.0,0,3,manager,454845.0,0,2,0,1
256,30.0,0.0,2,9.0,0,1,2.0,5.0,deluxe,3.0,1.0,0,3,manager,324465.0,0,1,0,1
257,38.0,1.0,2,25.0,0,0,2.0,5.0,deluxe,4.0,8.0,0,3,manager,339690.0,0,1,0,1
258,43.0,1.0,2,10.0,0,0,2.0,5.0,deluxe,3.0,7.0,0,3,manager,300000.0,0,3,0,1
259,47.0,0.0,2,,0,1,2.0,5.0,deluxe,3.0,5.0,1,4,manager,319680.0,0,2,0,1
260,40.0,1.0,1,9.0,0,0,2.0,5.0,deluxe,3.0,3.0,1,3,manager,337515.0,0,2,1,1
261,45.0,1.0,1,14.0,1,0,2.0,3.0,king,4.0,3.0,0,2,vp,320000.0,0,2,0,0
262,40.0,0.0,1,17.0,0,0,2.0,3.0,basic,3.0,4.0,0,2,executive,300000.0,0,3,1,0
263,38.0,0.0,1,13.0,1,0,2.0,1.0,basic,3.0,2.0,0,2,executive,300000.0,0,3,0,0
264,39.0,0.0,2,,1,0,2.0,2.0,deluxe,3.0,1.0,0,2,manager,293745.0,0,0,1,0
265,40.0,1.0,3,10.0,0,0,2.0,2.0,deluxe,3.0,3.0,0,1,manager,331935.0,0,1,0,0
266,32.0,0.0,1,9.0,1,1,2.0,3.0,basic,3.0,1.0,0,2,executive,264420.0,1,0,0,0
267,30.0,1.0,2,15.0,1,0,2.0,1.0,basic,3.0,2.0,0,2,executive,265020.0,1,0,1,0
268,51.0,0.0,2,8.0,0,0,2.0,2.0,standard,3.0,2.0,0,2,seniormanager,405225.0,0,1,0,0
269,39.0,1.0,3,11.0,1,0,2.0,5.0,deluxe,3.0,2.0,0,2,manager,333015.0,0,1,0,1
270,35.0,0.0,1,11.0,1,1,2.0,5.0,deluxe,3.0,2.0,0,2,manager,340275.0,0,1,0,1
271,,1.0,1,8.0,1,0,2.0,3.0,basic,3.0,1.0,0,1,executive,300000.0,0,2,1,0
272,40.0,0.0,2,8.0,0,0,2.0,3.0,basic,3.0,1.0,0,2,executive,270000.0,0,0,1,0
273,51.0,1.0,2,9.0,1,0,2.0,3.0,king,3.0,1.0,0,1,vp,300000.0,0,0,1,0
274,48.0,0.0,2,23.0,1,1,2.0,4.0,deluxe,3.0,2.0,0,2,manager,363255.0,0,1,1,1
275,52.0,1.0,3,10.0,1,1,2.0,4.0,basic,3.0,3.0,0,1,executive,266460.0,1,0,0,1
276,54.0,0.0,2,15.0,1,0,2.0,4.0,deluxe,3.0,5.0,0,1,manager,400000.0,0,3,1,1
277,30.0,1.0,1,9.0,2,0,2.0,4.0,basic,3.0,7.0,1,1,executive,268770.0,1,3,0,0
278,49.0,1.0,2,9.0,0,1,2.0,3.0,king,3.0,5.0,1,1,vp,285540.0,0,2,0,0
279,30.0,0.0,2,16.0,0,1,2.0,3.0,standard,3.0,2.0,0,1,seniormanager,463860.0,0,3,1,0
280,55.0,1.0,1,16.0,1,0,2.0,4.0,superdeluxe,3.0,3.0,0,2,avp,340590.0,0,3,1,1
281,40.0,1.0,1,15.0,1,0,2.0,4.0,basic,3.0,3.0,0,2,executive,262995.0,0,0,0,1
282,50.0,0.0,1,16.0,0,0,2.0,3.0,superdeluxe,3.0,5.0,0,2,avp,489660.0,0,2,1,0
283,46.0,0.0,2,5.0,0,0,3.0,4.0,standard,3.0,2.0,0,1,seniormanager,404640.0,0,2,0,2
284,21.0,0.0,2,9.0,1,1,3.0,4.0,basic,3.0,3.0,0,2,executive,311865.0,0,0,0,2
285,42.0,1.0,2,10.0,1,0,3.0,4.0,king,4.0,,0,2,vp,495150.0,0,2,1,2
286,30.0,1.0,2,15.0,0,0,3.0,4.0,superdeluxe,3.0,2.0,0,1,avp,400000.0,0,2,1,2
287,40.0,1.0,2,8.0,1,0,3.0,4.0,standard,3.0,3.0,0,1,seniormanager,342195.0,0,3,0,2
288,29.0,1.0,2,10.0,0,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,347145.0,0,1,0,2
289,50.0,1.0,3,32.0,0,0,3.0,4.0,superdeluxe,3.0,5.0,0,2,avp,525795.0,0,3,1,2
290,57.0,0.0,2,6.0,2,1,3.0,4.0,standard,3.0,5.0,0,2,seniormanager,525735.0,0,3,1,2
291,38.0,0.0,2,14.0,0,1,3.0,4.0,standard,4.0,2.0,0,2,seniormanager,375135.0,0,0,1,2
292,46.0,1.0,2,8.0,1,1,3.0,4.0,deluxe,3.0,2.0,0,2,manager,357540.0,0,1,0,2
293,42.0,1.0,2,12.0,1,0,3.0,4.0,standard,4.0,,0,1,seniormanager,484320.0,1,2,1,2
294,41.0,1.0,2,13.0,0,0,3.0,4.0,king,3.0,2.0,0,1,seniormanager,416505.0,0,2,1,2
295,47.0,1.0,2,6.0,0,0,3.0,4.0,superdeluxe,3.0,,0,2,avp,466890.0,0,1,1,2
296,26.0,1.0,2,13.0,1,1,3.0,4.0,deluxe,3.0,3.0,0,2,manager,350000.0,0,1,0,2
297,54.0,1.0,2,16.0,1,0,3.0,4.0,standard,4.0,5.0,0,2,seniormanager,384840.0,0,0,1,2
298,30.0,1.0,2,14.0,0,0,3.0,4.0,standard,4.0,5.0,0,2,seniormanager,440220.0,0,2,0,2
299,40.0,1.0,2,31.0,1,0,3.0,4.0,deluxe,3.0,2.0,0,1,manager,310000.0,0,3,0,2
300,30.0,0.0,2,22.0,0,0,3.0,4.0,standard,3.0,3.0,0,2,seniormanager,397965.0,1,1,0,2
301,35.0,0.0,3,8.0,1,0,3.0,4.0,standard,3.0,2.0,0,1,seniormanager,300000.0,0,2,0,2
302,30.0,0.0,2,14.0,1,1,3.0,4.0,standard,4.0,3.0,0,2,seniormanager,355635.0,0,0,0,2
303,29.0,0.0,3,10.0,0,1,3.0,4.0,basic,3.0,3.0,1,2,executive,311505.0,1,2,0,2
304,40.0,1.0,2,29.0,1,0,3.0,4.0,standard,4.0,7.0,1,2,seniormanager,388080.0,1,0,0,2
305,42.0,1.0,1,15.0,0,0,2.0,3.0,basic,3.0,5.0,0,2,executive,259020.0,0,0,0,0
306,39.0,1.0,2,13.0,0,0,2.0,3.0,king,3.0,3.0,0,2,seniormanager,442155.0,0,0,0,0
307,28.0,1.0,1,16.0,0,0,2.0,3.0,basic,3.0,7.0,0,2,executive,265350.0,1,0,0,0
308,24.0,0.0,2,16.0,1,0,2.0,3.0,basic,3.0,2.0,0,2,executive,263880.0,0,0,0,0
309,51.0,1.0,1,14.0,2,0,3.0,4.0,superdeluxe,4.0,6.0,0,2,vp,530000.0,0,3,1,2
310,35.0,1.0,1,16.0,1,1,3.0,4.0,basic,3.0,2.0,0,1,executive,315600.0,0,0,0,2
311,53.0,1.0,1,28.0,0,0,3.0,4.0,deluxe,3.0,6.0,0,2,manager,334470.0,0,2,0,2
312,25.0,1.0,1,14.0,0,0,3.0,4.0,basic,3.0,3.0,0,2,executive,300000.0,0,0,1,2
313,39.0,0.0,1,8.0,1,1,3.0,4.0,standard,4.0,3.0,0,1,seniormanager,405705.0,0,1,1,2
314,30.0,1.0,1,22.0,0,0,3.0,4.0,deluxe,3.0,7.0,0,2,manager,309000.0,0,2,0,2
315,39.0,0.0,1,9.0,0,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,317640.0,0,2,0,2
316,55.0,1.0,1,6.0,0,0,3.0,4.0,standard,3.0,2.0,0,2,seniormanager,365370.0,0,2,0,2
317,37.0,0.0,1,14.0,1,0,3.0,4.0,basic,3.0,3.0,0,2,executive,260000.0,0,2,0,2
318,30.0,0.0,1,,1,1,4.0,4.0,basic,3.0,3.0,0,2,executive,314445.0,0,2,1,3
319,34.0,1.0,1,7.0,0,0,3.0,4.0,basic,3.0,3.0,0,2,executive,300000.0,0,3,0,2
320,36.0,1.0,1,15.0,1,0,3.0,4.0,basic,3.0,7.0,0,2,executive,300000.0,0,0,0,2
321,40.0,1.0,1,12.0,0,0,3.0,4.0,basic,4.0,3.0,0,2,executive,273990.0,0,0,0,2
322,51.0,0.0,1,13.0,0,0,3.0,4.0,superdeluxe,3.0,,0,1,avp,511500.0,0,3,1,2
323,37.0,1.0,1,10.0,1,0,3.0,4.0,basic,3.0,7.0,0,2,executive,311820.0,0,2,1,2
324,31.0,1.0,1,9.0,1,0,3.0,4.0,basic,3.0,3.0,0,2,executive,339645.0,1,1,0,2
325,38.0,1.0,2,,1,0,3.0,5.0,deluxe,3.0,7.0,0,2,manager,323835.0,0,2,0,2
326,35.0,1.0,2,32.0,1,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,337710.0,0,1,0,2
327,38.0,1.0,2,12.0,1,0,3.0,4.0,deluxe,3.0,5.0,0,2,manager,326805.0,0,1,0,2
328,41.0,1.0,2,16.0,0,0,3.0,4.0,deluxe,3.0,2.0,0,1,manager,413760.0,0,2,1,2
329,27.0,1.0,2,7.0,0,0,3.0,5.0,deluxe,3.0,3.0,0,2,manager,403365.0,0,0,0,2
330,30.0,1.0,2,8.0,0,0,3.0,4.0,deluxe,3.0,3.0,0,2,seniormanager,317565.0,0,2,0,2
331,53.0,1.0,2,15.0,1,1,3.0,4.0,standard,3.0,4.0,0,2,seniormanager,391065.0,0,3,1,2
332,26.0,1.0,3,28.0,0,0,3.0,4.0,deluxe,3.0,2.0,0,1,manager,347580.0,0,2,1,2
333,40.0,0.0,2,16.0,1,0,3.0,4.0,deluxe,3.0,7.0,0,1,manager,342060.0,0,1,0,2
334,36.0,1.0,2,9.0,1,0,4.0,4.0,standard,3.0,3.0,0,2,seniormanager,396195.0,0,2,1,3
335,30.0,1.0,1,8.0,0,1,3.0,4.0,basic,3.0,2.0,1,2,executive,357570.0,0,2,0,2
336,23.0,1.0,1,14.0,0,0,3.0,4.0,basic,3.0,7.0,1,2,executive,306435.0,0,0,1,2
337,30.0,1.0,2,9.0,1,1,3.0,6.0,basic,3.0,3.0,1,1,executive,263625.0,0,3,0,0
338,32.0,1.0,2,10.0,2,0,3.0,4.0,basic,3.0,3.0,1,1,executive,416040.0,1,3,0,2
339,48.0,1.0,2,10.0,0,0,3.0,4.0,deluxe,3.0,3.0,1,1,manager,395340.0,0,3,0,2
340,60.0,0.0,2,14.0,0,0,3.0,4.0,standard,3.0,5.0,1,2,seniormanager,400000.0,1,0,1,2
341,32.0,1.0,1,23.0,1,1,3.0,4.0,deluxe,3.0,3.0,0,1,manager,300000.0,0,2,0,2
342,36.0,1.0,1,10.0,1,1,3.0,4.0,basic,3.0,5.0,0,1,executive,320820.0,0,3,0,2
343,30.0,1.0,1,7.0,0,0,3.0,4.0,basic,3.0,5.0,0,2,executive,336105.0,0,3,0,2
344,39.0,0.0,2,33.0,1,0,3.0,4.0,deluxe,3.0,5.0,0,1,manager,502845.0,0,2,0,2
345,22.0,1.0,2,10.0,0,0,3.0,4.0,basic,3.0,2.0,0,2,executive,299565.0,1,0,0,2
346,38.0,1.0,2,14.0,0,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,358320.0,0,2,1,2
347,37.0,1.0,2,14.0,0,0,3.0,4.0,standard,3.0,2.0,0,1,seniormanager,400000.0,0,0,1,2
348,30.0,1.0,2,7.0,1,0,2.0,3.0,basic,3.0,1.0,0,3,executive,267720.0,0,2,0,0
349,56.0,1.0,3,10.0,0,1,2.0,5.0,standard,3.0,3.0,0,1,seniormanager,402315.0,0,2,1,1
350,30.0,1.0,1,10.0,2,1,2.0,4.0,superdeluxe,4.0,1.0,0,3,avp,510480.0,0,3,1,-1
351,20.0,0.0,2,9.0,2,1,3.0,5.0,basic,3.0,2.0,0,2,executive,304380.0,0,0,1,2
352,50.0,1.0,2,29.0,0,1,3.0,5.0,deluxe,3.0,3.0,0,2,manager,350355.0,0,3,0,2
353,39.0,1.0,1,32.0,1,0,4.0,4.0,basic,3.0,3.0,0,2,executive,449325.0,0,3,0,3
354,36.0,1.0,3,14.0,0,0,3.0,4.0,king,3.0,3.0,0,1,vp,561525.0,0,2,0,2
355,28.0,1.0,2,8.0,0,0,3.0,4.0,king,3.0,3.0,0,3,vp,495570.0,0,1,1,-1
356,52.0,0.0,2,7.0,0,0,3.0,5.0,superdeluxe,3.0,2.0,1,1,seniormanager,424770.0,0,3,1,2
357,59.0,1.0,2,28.0,1,0,2.0,4.0,superdeluxe,3.0,,0,2,avp,535065.0,0,3,1,0
358,52.0,1.0,2,16.0,1,0,2.0,3.0,deluxe,3.0,1.0,0,2,manager,315090.0,0,2,1,1
359,26.0,0.0,2,17.0,1,1,2.0,3.0,basic,3.0,2.0,0,2,executive,262950.0,1,0,1,1
360,21.0,0.0,2,,0,1,2.0,4.0,deluxe,3.0,3.0,0,2,manager,313950.0,0,0,0,1
361,30.0,1.0,3,13.0,1,1,2.0,3.0,standard,3.0,2.0,0,1,seniormanager,358575.0,0,2,1,1
362,32.0,0.0,2,15.0,0,0,2.0,3.0,deluxe,3.0,1.0,0,2,manager,297360.0,0,2,1,1
363,34.0,1.0,3,14.0,1,0,2.0,3.0,deluxe,3.0,3.0,0,2,manager,340000.0,0,1,0,1
364,42.0,0.0,2,15.0,1,0,2.0,3.0,deluxe,3.0,2.0,0,2,manager,360195.0,0,3,0,1
365,28.0,1.0,2,8.0,1,0,2.0,3.0,basic,3.0,2.0,0,1,executive,259110.0,0,2,1,1
366,34.0,0.0,2,,1,0,2.0,3.0,deluxe,3.0,2.0,0,2,manager,315600.0,0,0,0,1
367,30.0,1.0,2,24.0,1,0,2.0,3.0,deluxe,3.0,2.0,0,2,manager,296820.0,0,0,0,1
368,30.0,0.0,3,,1,1,2.0,3.0,deluxe,3.0,2.0,0,2,manager,307260.0,0,0,1,1
369,34.0,0.0,2,28.0,0,0,2.0,3.0,deluxe,3.0,3.0,0,2,manager,311640.0,0,3,0,1
370,44.0,1.0,1,11.0,1,0,3.0,5.0,basic,4.0,7.0,0,2,executive,420000.0,0,1,0,2
371,36.0,0.0,1,17.0,1,1,3.0,5.0,basic,3.0,3.0,0,2,executive,305640.0,0,2,1,2
372,51.0,0.0,1,8.0,0,1,3.0,3.0,superdeluxe,3.0,1.0,0,1,avp,280000.0,0,3,1,0
373,51.0,0.0,2,14.0,2,1,3.0,3.0,standard,3.0,5.0,0,2,seniormanager,393915.0,0,3,0,0
374,47.0,1.0,1,8.0,0,1,3.0,3.0,superdeluxe,3.0,4.0,0,2,avp,498870.0,0,3,1,-1
375,32.0,1.0,1,10.0,1,0,3.0,3.0,basic,3.0,1.0,0,2,executive,253725.0,1,0,0,0
376,33.0,1.0,1,17.0,1,1,3.0,3.0,basic,3.0,2.0,0,1,executive,255615.0,0,0,1,0
377,22.0,0.0,2,14.0,1,0,3.0,3.0,basic,3.0,2.0,0,2,executive,256905.0,1,0,0,0
378,28.0,1.0,2,10.0,0,1,3.0,3.0,basic,3.0,3.0,0,1,executive,306360.0,0,3,1,0
379,33.0,1.0,2,22.0,0,0,3.0,,deluxe,3.0,3.0,0,2,manager,302520.0,0,3,0,0
380,45.0,0.0,1,7.0,1,1,3.0,3.0,basic,3.0,5.0,0,2,executive,259635.0,0,2,0,0
381,32.0,1.0,1,15.0,2,1,3.0,3.0,basic,3.0,5.0,0,1,executive,264540.0,0,3,0,0
382,53.0,1.0,2,16.0,0,0,3.0,4.0,basic,3.0,5.0,1,2,executive,270000.0,1,0,1,0
383,50.0,1.0,2,14.0,0,0,2.0,3.0,basic,3.0,1.0,1,4,executive,249570.0,1,0,1,0
384,33.0,1.0,1,8.0,0,0,3.0,5.0,standard,3.0,5.0,1,1,seniormanager,460000.0,0,2,0,2
385,44.0,1.0,2,8.0,0,1,3.0,5.0,deluxe,3.0,7.0,0,2,manager,300000.0,0,3,0,2
386,33.0,1.0,2,31.0,1,0,3.0,5.0,deluxe,3.0,3.0,0,2,manager,300000.0,0,1,0,2
387,40.0,1.0,2,9.0,2,0,3.0,5.0,deluxe,3.0,5.0,0,1,manager,421080.0,0,2,0,2
388,30.0,1.0,2,11.0,1,0,3.0,5.0,deluxe,3.0,3.0,0,2,manager,300000.0,0,2,1,2
389,44.0,1.0,2,9.0,0,1,2.0,3.0,standard,3.0,4.0,1,2,seniormanager,440000.0,0,2,1,1
390,41.0,1.0,2,11.0,1,1,3.0,5.0,deluxe,3.0,3.0,0,1,manager,321825.0,0,3,1,2
391,59.0,0.0,1,9.0,0,1,2.0,3.0,basic,3.0,2.0,0,2,manager,270000.0,0,0,0,1
392,33.0,0.0,1,16.0,0,1,2.0,3.0,basic,3.0,2.0,0,1,executive,251910.0,0,3,1,1
393,31.0,0.0,1,9.0,0,0,2.0,3.0,basic,3.0,7.0,0,2,executive,263820.0,0,2,1,1
394,37.0,1.0,1,8.0,0,1,2.0,3.0,deluxe,3.0,5.0,0,1,manager,264855.0,0,1,0,1
395,,1.0,1,9.0,0,0,2.0,3.0,basic,3.0,2.0,0,1,executive,262680.0,0,0,1,1
396,41.0,1.0,1,9.0,1,1,2.0,3.0,deluxe,3.0,4.0,0,2,manager,344310.0,0,1,0,1
397,56.0,0.0,1,16.0,1,1,2.0,3.0,superdeluxe,4.0,1.0,0,1,avp,430815.0,0,1,1,1
398,49.0,1.0,1,23.0,1,1,2.0,3.0,standard,3.0,1.0,0,2,seniormanager,523905.0,0,2,1,1
399,37.0,0.0,2,8.0,1,1,2.0,3.0,basic,3.0,2.0,0,4,executive,262890.0,1,0,0,0
400,34.0,1.0,1,25.0,1,0,2.0,1.0,basic,3.0,3.0,0,4,executive,297810.0,0,2,1,0
401,25.0,0.0,1,15.0,1,0,2.0,3.0,basic,3.0,2.0,0,4,executive,252270.0,1,2,1,0
402,,0.0,2,18.0,1,0,2.0,3.0,deluxe,3.0,5.0,0,4,manager,,0,2,0,0
403,33.0,0.0,2,9.0,1,0,2.0,3.0,basic,3.0,1.0,0,3,executive,250000.0,0,2,0,0
404,40.0,0.0,2,16.0,1,0,2.0,3.0,basic,3.0,1.0,0,4,executive,262275.0,0,3,0,0
405,50.0,1.0,1,35.0,1,0,2.0,3.0,king,3.0,6.0,0,5,vp,470160.0,0,2,1,0
406,33.0,1.0,1,10.0,0,0,2.0,,deluxe,4.0,3.0,0,4,manager,315840.0,0,1,0,0
407,32.0,1.0,1,8.0,0,0,2.0,1.0,basic,3.0,2.0,0,4,executive,258990.0,0,2,0,0
408,30.0,1.0,2,15.0,0,1,2.0,3.0,deluxe,3.0,2.0,0,4,manager,339180.0,0,3,1,0
409,38.0,0.0,1,,0,0,2.0,3.0,deluxe,3.0,5.0,0,4,manager,310000.0,0,3,0,0
410,39.0,1.0,1,8.0,0,0,2.0,1.0,superdeluxe,4.0,3.0,0,5,avp,479325.0,0,2,0,0
411,23.0,1.0,1,13.0,1,1,3.0,5.0,basic,3.0,6.0,0,1,executive,315705.0,0,0,1,2
412,45.0,0.0,1,,1,1,2.0,3.0,deluxe,3.0,3.0,1,1,manager,337905.0,0,3,1,1
413,25.0,0.0,2,12.0,1,1,3.0,5.0,deluxe,3.0,3.0,0,2,manager,420000.0,0,1,0,2
414,37.0,0.0,2,8.0,1,1,2.0,3.0,deluxe,3.0,4.0,0,4,manager,312855.0,0,2,0,1
415,28.0,0.0,3,,1,1,2.0,3.0,deluxe,3.0,3.0,0,4,manager,298635.0,0,2,0,1
416,28.0,1.0,2,,1,1,2.0,3.0,deluxe,3.0,3.0,0,3,manager,296220.0,0,2,0,1
417,30.0,0.0,2,,1,1,2.0,3.0,deluxe,3.0,1.0,0,4,manager,296925.0,0,1,1,1
418,33.0,1.0,2,17.0,2,0,2.0,3.0,deluxe,3.0,3.0,0,4,manager,258300.0,0,0,1,1
419,24.0,1.0,2,,1,1,2.0,3.0,basic,3.0,3.0,0,4,executive,255210.0,1,3,0,1
420,48.0,0.0,3,7.0,2,0,2.0,3.0,standard,3.0,2.0,0,3,seniormanager,311190.0,0,1,1,1
421,30.0,1.0,2,27.0,1,1,2.0,3.0,deluxe,3.0,1.0,0,4,manager,326130.0,0,2,0,1
422,41.0,0.0,2,21.0,1,0,2.0,3.0,deluxe,3.0,2.0,0,3,manager,325890.0,0,1,1,1
423,40.0,1.0,2,16.0,1,1,2.0,3.0,deluxe,3.0,1.0,0,3,manager,308400.0,0,2,1,1
424,30.0,1.0,3,16.0,0,0,2.0,3.0,deluxe,3.0,3.0,0,4,manager,346485.0,0,2,1,1
425,33.0,0.0,2,8.0,0,1,2.0,3.0,deluxe,3.0,2.0,0,4,manager,254760.0,0,0,1,1
426,28.0,0.0,2,13.0,0,0,2.0,3.0,deluxe,3.0,3.0,0,3,manager,292860.0,0,2,1,1
427,40.0,1.0,2,12.0,0,1,2.0,3.0,deluxe,3.0,1.0,0,4,manager,332295.0,0,2,0,1
428,32.0,0.0,2,28.0,0,0,2.0,3.0,deluxe,3.0,3.0,0,4,manager,344010.0,0,2,1,1
429,31.0,0.0,2,15.0,0,0,2.0,3.0,standard,3.0,2.0,0,4,seniormanager,328215.0,0,2,1,1
430,58.0,0.0,2,,0,1,2.0,3.0,deluxe,3.0,5.0,0,4,manager,294450.0,0,0,0,1
431,48.0,0.0,2,13.0,1,0,2.0,4.0,standard,3.0,2.0,1,3,seniormanager,400000.0,0,2,1,1
432,46.0,1.0,2,12.0,1,1,2.0,3.0,basic,3.0,5.0,1,3,executive,346545.0,1,3,0,1
433,31.0,0.0,2,11.0,1,0,2.0,3.0,basic,3.0,2.0,1,3,executive,269355.0,1,2,0,1
434,55.0,0.0,2,10.0,1,0,2.0,3.0,superdeluxe,4.0,6.0,1,4,avp,426510.0,0,2,1,1
435,31.0,1.0,2,11.0,1,1,3.0,5.0,basic,3.0,1.0,0,1,executive,264465.0,0,2,1,2
436,30.0,0.0,1,24.0,0,0,2.0,6.0,basic,3.0,3.0,0,2,executive,349950.0,1,1,1,1
437,20.0,1.0,2,22.0,0,1,2.0,3.0,deluxe,3.0,5.0,1,4,manager,332220.0,0,2,1,1
438,30.0,1.0,1,11.0,1,0,3.0,5.0,basic,3.0,3.0,0,2,executive,315510.0,0,2,0,2
439,20.0,1.0,1,17.0,1,0,3.0,5.0,basic,3.0,3.0,0,2,executive,318675.0,0,2,0,2
440,46.0,1.0,2,17.0,0,1,3.0,5.0,superdeluxe,3.0,5.0,0,3,manager,442125.0,0,2,1,-1
441,35.0,0.0,1,,1,0,2.0,3.0,deluxe,3.0,3.0,0,4,manager,291795.0,1,2,0,1
442,30.0,1.0,1,10.0,2,1,2.0,3.0,basic,3.0,3.0,0,3,executive,332985.0,0,2,0,1
443,22.0,1.0,1,14.0,2,0,2.0,3.0,basic,4.0,2.0,0,4,executive,263940.0,0,2,0,1
444,26.0,0.0,1,16.0,1,0,2.0,3.0,basic,3.0,2.0,0,3,executive,251370.0,0,2,0,1
445,37.0,0.0,1,,1,1,2.0,3.0,deluxe,3.0,3.0,0,4,manager,295905.0,0,2,0,1
446,41.0,0.0,2,,0,1,2.0,4.0,deluxe,3.0,1.0,0,3,manager,302775.0,0,3,0,1
447,47.0,0.0,1,,0,0,2.0,3.0,deluxe,3.0,3.0,0,4,manager,297540.0,0,0,0,1
448,49.0,1.0,1,9.0,0,1,2.0,3.0,standard,3.0,1.0,0,4,seniormanager,364860.0,0,2,1,1
449,40.0,0.0,1,,0,0,2.0,3.0,deluxe,3.0,1.0,0,4,manager,311955.0,0,0,1,1
450,,0.0,1,14.0,0,1,2.0,3.0,deluxe,3.0,4.0,0,4,manager,309885.0,0,3,0,1
451,30.0,1.0,1,16.0,0,0,2.0,3.0,deluxe,3.0,2.0,0,4,manager,261030.0,0,2,1,1
452,42.0,1.0,1,29.0,0,0,2.0,3.0,deluxe,3.0,3.0,0,4,manager,317820.0,0,2,0,1
453,40.0,0.0,2,9.0,0,0,2.0,4.0,basic,3.0,4.0,0,3,executive,508050.0,1,0,0,0
454,50.0,1.0,2,15.0,0,0,2.0,3.0,king,3.0,4.0,0,3,vp,500505.0,0,0,1,0
455,56.0,1.0,1,7.0,0,0,2.0,3.0,king,3.0,6.0,0,4,vp,509760.0,0,0,1,0
456,36.0,1.0,1,13.0,1,1,3.0,6.0,basic,3.0,3.0,0,2,executive,319785.0,0,2,0,2
