,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,Married,CarPossesion,NumberOfOffspring,Single,NumberOfFollowups > NumberOfPersonVisiting,ProductPitched_Designation,Income / child,MoneyforOneTrip,AllOfcontact,NumberOfPersonVisiting - NumberOfOffspring,ProdTaken
152,45,1.0,1.0,8,2.0,0.0,3.0,4,3.0,1.0,2,0.0,1.0,3.0,390,1.0,0.0,0,1,0,3_3,3900000.0,2340.0,16,3.0,0
153,50,1.0,1.0,36,1.0,1.0,3.0,4,1.0,1.0,3,0.0,2.0,1.0,490,2.0,1.0,2,1,0,1_1,244.98775061246934,1960.0,44,1.0,0
154,38,1.0,3.0,14,1.0,1.0,3.0,4,4.0,0.0,2,0.0,1.0,4.0,265,0.0,0.0,0,0,0,4_4,2650000.0,1590.0,22,3.0,0
155,41,1.0,1.0,8,0.0,1.0,3.0,4,1.0,1.0,3,0.0,1.0,1.0,386,0.0,1.0,0,0,0,1_1,3860000.0,1544.0,16,3.0,0
156,39,1.0,1.0,9,1.0,0.0,1.0,3,3.0,1.0,3,0.0,1.0,3.0,412,0.0,0.0,0,0,1,3_3,4120000.0,1648.0,15,1.0,0
157,30,1.0,1.0,8,2.0,1.0,1.0,3,4.0,1.0,1,0.0,1.0,4.0,257,3.0,1.0,0,1,1,4_4,2570000.0,3084.0,14,1.0,0
158,27,0.0,1.0,8,1.0,1.0,1.0,3,4.0,1.0,2,0.0,2.0,4.0,264,0.0,1.0,0,0,1,4_4,2640000.0,1584.0,14,1.0,0
159,31,1.0,2.0,8,1.0,1.0,1.0,3,4.0,1.0,7,0.0,1.0,4.0,252,0.0,0.0,0,0,1,4_4,2520000.0,432.0,14,1.0,1
160,46,1.0,1.0,11,1.0,1.0,1.0,3,0.0,1.0,6,0.0,1.0,0.0,467,3.0,0.0,0,1,1,0_0,4670000.0,934.0,17,1.0,0
161,50,0.0,1.0,7,2.0,0.0,1.0,3,1.0,1.0,2,0.0,1.0,1.0,477,2.0,0.0,0,1,1,1_1,4770000.0,2862.0,13,1.0,0
162,52,0.0,1.0,16,1.0,1.0,1.0,3,4.0,1.0,4,0.0,1.0,4.0,277,0.0,0.0,0,0,1,4_4,2770000.0,831.0,22,1.0,0
163,31,1.0,1.0,7,0.0,0.0,2.0,4,4.0,1.0,2,0.0,1.0,4.0,245,0.0,0.0,0,0,1,4_4,2450000.0,1470.0,15,2.0,0
164,43,1.0,1.0,9,1.0,0.0,2.0,4,4.0,1.0,1,0.0,1.0,4.0,279,3.0,1.0,0,1,1,4_4,2790000.0,3348.0,17,2.0,0
165,27,0.0,2.0,15,0.0,1.0,2.0,4,4.0,1.0,6,1.0,1.0,4.0,296,0.0,0.0,0,0,1,4_4,2960000.0,592.0,23,2.0,1
166,36,1.0,2.0,8,2.0,1.0,2.0,4,4.0,1.0,2,0.0,1.0,4.0,265,0.0,1.0,0,0,1,4_4,2650000.0,1590.0,16,2.0,0
167,40,0.0,1.0,14,1.0,0.0,1.0,1,3.0,1.0,1,0.0,2.0,3.0,430,2.0,1.0,0,1,0,3_3,4300000.0,5160.0,16,1.0,0
168,33,0.0,2.0,18,1.0,1.0,1.0,3,1.0,1.0,1,0.0,2.0,1.0,343,0.0,0.0,0,0,1,1_1,3430000.0,4116.0,24,1.0,1
169,31,0.0,2.0,16,0.0,0.0,1.0,3,4.0,1.0,1,0.0,1.0,4.0,260,0.0,0.0,0,0,1,4_4,2600000.0,3120.0,22,1.0,1
170,31,0.0,2.0,14,2.0,0.0,1.0,3,2.0,1.0,2,0.0,2.0,2.0,332,0.0,0.0,0,0,1,2_2,3320000.0,1992.0,20,1.0,0
171,28,0.0,1.0,14,2.0,1.0,1.0,3,2.0,1.0,3,0.0,1.0,2.0,300,0.0,1.0,0,0,1,2_2,3000000.0,1200.0,20,1.0,0
172,26,1.0,2.0,18,1.0,1.0,1.0,1,4.0,1.0,5,0.0,1.0,4.0,257,3.0,0.0,0,1,0,4_4,2570000.0,616.8,20,1.0,1
173,36,0.0,1.0,13,1.0,1.0,1.0,3,4.0,1.0,2,0.0,2.0,4.0,275,3.0,0.0,0,1,1,4_4,2750000.0,1650.0,19,1.0,0
174,55,1.0,1.0,24,1.0,1.0,2.0,3,1.0,1.0,7,0.0,1.0,1.0,428,2.0,1.0,1,1,0,1_1,427.95720427957207,733.7142857142857,30,1.0,0
175,58,1.0,1.0,16,2.0,1.0,1.0,1,1.0,1.0,6,0.0,2.0,1.0,461,2.0,1.0,0,1,0,1_1,4610000.0,922.0,18,1.0,0
176,31,0.0,3.0,16,1.0,1.0,1.0,3,4.0,1.0,2,0.0,2.0,4.0,246,3.0,1.0,0,1,1,4_4,2460000.0,1476.0,22,1.0,0
177,32,0.0,2.0,15,1.0,1.0,1.0,3,4.0,1.0,3,0.0,1.0,4.0,257,0.0,0.0,0,0,1,4_4,2570000.0,1028.0,21,1.0,1
178,51,1.0,1.0,11,1.0,1.0,1.0,1,1.0,0.0,6,1.0,2.0,1.0,400,2.0,1.0,0,1,0,1_1,4000000.0,800.0,13,1.0,0
179,33,1.0,2.0,23,1.0,0.0,1.0,1,4.0,1.0,2,1.0,2.0,4.0,260,3.0,0.0,0,1,0,4_4,2600000.0,1560.0,25,1.0,0
180,27,0.0,2.0,6,0.0,1.0,1.0,3,3.0,1.0,2,1.0,1.0,3.0,440,0.0,0.0,0,0,1,3_3,4400000.0,2640.0,12,1.0,1
181,40,1.0,2.0,12,2.0,1.0,2.0,4,1.0,1.0,2,0.0,1.0,1.0,482,0.0,1.0,0,0,1,1_1,4820000.0,2892.0,20,2.0,0
182,25,1.0,2.0,16,1.0,1.0,3.0,5,4.0,1.0,3,0.0,2.0,4.0,333,3.0,0.0,0,1,1,4_4,3330000.0,1332.0,26,3.0,1
183,28,0.0,2.0,9,1.0,1.0,3.0,5,4.0,1.0,7,0.0,1.0,4.0,311,0.0,0.0,0,0,1,4_4,3110000.0,533.1428571428571,19,3.0,1
184,34,1.0,1.0,18,0.0,1.0,3.0,5,4.0,1.0,5,0.0,1.0,4.0,306,0.0,1.0,0,0,1,4_4,3060000.0,734.4,28,3.0,1
185,27,1.0,1.0,9,2.0,1.0,3.0,5,4.0,0.0,2,1.0,2.0,4.0,271,3.0,1.0,0,1,1,4_4,2710000.0,1626.0,19,3.0,1
186,22,1.0,2.0,14,2.0,1.0,2.0,5,4.0,1.0,3,0.0,1.0,4.0,310,0.0,1.0,0,0,1,4_4,3100000.0,1240.0,24,2.0,1
187,49,0.0,1.0,9,2.0,1.0,1.0,3,1.0,1.0,6,0.0,1.0,1.0,503,0.0,0.0,0,0,1,1_1,5030000.0,1006.0,15,1.0,0
188,24,1.0,2.0,8,1.0,1.0,2.0,4,4.0,1.0,1,0.0,0.0,4.0,261,0.0,1.0,0,0,1,4_4,2610000.0,3132.0,16,2.0,1
189,51,1.0,1.0,20,2.0,1.0,2.0,4,4.0,1.0,7,0.0,0.0,4.0,300,3.0,1.0,0,1,1,4_4,3000000.0,514.2857142857143,28,2.0,0
190,24,1.0,1.0,8,1.0,1.0,2.0,3,4.0,1.0,2,0.0,-1.0,4.0,264,2.0,1.0,0,1,0,4_4,2640000.0,1584.0,14,2.0,1
191,31,0.0,2.0,14,1.0,1.0,2.0,3,4.0,0.0,2,0.0,-1.0,4.0,261,3.0,0.0,0,1,0,4_4,2610000.0,1566.0,20,2.0,1
192,38,1.0,1.0,10,1.0,1.0,2.0,3,4.0,0.0,6,0.0,-1.0,4.0,301,2.0,0.0,0,1,0,4_4,3010000.0,602.0,16,2.0,0
193,32,1.0,2.0,10,1.0,0.0,2.0,3,2.0,1.0,1,0.0,-1.0,2.0,263,2.0,1.0,0,1,0,2_2,2630000.0,3156.0,16,2.0,0
194,60,0.0,1.0,9,1.0,0.0,2.0,3,0.0,0.0,1,0.0,-2.0,0.0,457,3.0,1.0,0,1,0,0_0,4570000.0,5484.0,15,2.0,0
195,46,0.0,2.0,24,1.0,0.0,2.0,3,4.0,1.0,2,0.0,0.0,4.0,259,3.0,0.0,0,1,0,4_4,2590000.0,1554.0,30,2.0,0
196,39,0.0,2.0,9,1.0,0.0,2.0,3,4.0,0.0,2,0.0,-1.0,4.0,268,0.0,1.0,0,0,0,4_4,2680000.0,1608.0,15,2.0,0
197,48,1.0,1.0,9,0.0,1.0,2.0,3,0.0,0.0,6,0.0,-2.0,0.0,475,3.0,1.0,0,1,0,0_0,4750000.0,950.0,15,2.0,0
198,54,1.0,2.0,14,1.0,1.0,2.0,3,3.0,1.0,5,0.0,-1.0,3.0,440,3.0,0.0,0,1,0,3_3,4400000.0,1056.0,20,2.0,0
199,38,0.0,3.0,8,1.0,0.0,2.0,3,2.0,1.0,6,0.0,-1.0,2.0,262,2.0,0.0,0,1,0,2_2,2620000.0,524.0,14,2.0,0
200,47,1.0,2.0,11,1.0,0.0,2.0,3,3.0,0.0,2,0.0,0.0,3.0,400,1.0,0.0,0,1,0,3_3,4000000.0,2400.0,17,2.0,0
201,45,1.0,1.0,15,1.0,0.0,2.0,4,4.0,1.0,4,0.0,0.0,4.0,256,3.0,1.0,0,1,1,4_4,2560000.0,768.0,23,2.0,0
202,28,1.0,1.0,16,0.0,0.0,2.0,4,4.0,0.0,2,0.0,0.0,4.0,260,2.0,0.0,0,1,1,4_4,2600000.0,1560.0,24,2.0,0
203,40,1.0,1.0,18,0.0,0.0,2.0,4,4.0,1.0,5,0.0,0.0,4.0,267,2.0,0.0,0,1,1,4_4,2670000.0,640.8,26,2.0,0
204,29,0.0,3.0,8,1.0,0.0,2.0,3,3.0,1.0,1,0.0,-1.0,3.0,407,1.0,1.0,0,1,0,3_3,4070000.0,4884.0,14,2.0,0
205,59,0.0,1.0,10,1.0,0.0,2.0,3,3.0,1.0,5,0.0,0.0,3.0,450,2.0,1.0,0,1,0,3_3,4500000.0,1080.0,16,2.0,0
206,34,1.0,1.0,8,0.0,0.0,2.0,3,3.0,1.0,2,0.0,-1.0,3.0,274,1.0,0.0,0,1,0,3_3,2740000.0,1644.0,14,2.0,0
207,47,0.0,1.0,13,0.0,0.0,2.0,3,3.0,0.0,2,0.0,-2.0,3.0,359,2.0,1.0,0,1,0,3_3,3590000.0,2154.0,19,2.0,0
208,33,0.0,2.0,11,1.0,1.0,2.0,3,4.0,1.0,2,1.0,-1.0,4.0,272,2.0,1.0,0,1,0,4_4,2720000.0,1632.0,17,2.0,1
209,37,0.0,2.0,24,1.0,0.0,2.0,3,3.0,1.0,2,1.0,-1.0,3.0,426,1.0,1.0,0,1,0,3_3,4260000.0,2556.0,30,2.0,0
210,33,0.0,1.0,17,0.0,1.0,2.0,3,4.0,1.0,2,1.0,-2.0,4.0,267,2.0,0.0,0,1,0,4_4,2670000.0,1602.0,23,2.0,0
211,52,1.0,1.0,15,2.0,1.0,2.0,3,3.0,0.0,3,0.0,0.0,3.0,412,2.0,1.0,0,1,0,3_3,4120000.0,1648.0,21,2.0,0
212,46,1.0,1.0,25,2.0,0.0,2.0,3,4.0,1.0,1,0.0,-1.0,4.0,270,3.0,0.0,0,1,0,4_4,2700000.0,3240.0,31,2.0,0
213,24,1.0,2.0,14,2.0,1.0,2.0,3,2.0,1.0,3,0.0,-1.0,2.0,260,3.0,1.0,0,1,0,2_2,2600000.0,1040.0,20,2.0,0
214,36,1.0,2.0,13,2.0,1.0,2.0,3,3.0,1.0,2,0.0,0.0,2.0,266,3.0,1.0,0,1,0,3_2,2660000.0,1596.0,19,2.0,0
215,47,1.0,2.0,32,2.0,1.0,2.0,3,2.0,1.0,5,0.0,0.0,2.0,343,3.0,1.0,0,1,0,2_2,3430000.0,823.2,38,2.0,0
216,35,0.0,3.0,8,2.0,1.0,2.0,3,2.0,1.0,1,0.0,-2.0,2.0,300,2.0,1.0,0,1,0,2_2,3000000.0,3600.0,14,2.0,0
217,58,1.0,1.0,14,2.0,1.0,2.0,3,3.0,1.0,5,0.0,-1.0,3.0,365,2.0,0.0,0,1,0,3_3,3650000.0,876.0,20,2.0,0
218,33,1.0,3.0,14,2.0,1.0,2.0,3,1.0,1.0,2,0.0,-1.0,1.0,414,3.0,1.0,0,1,0,1_1,4140000.0,2484.0,20,2.0,0
219,31,0.0,2.0,9,2.0,1.0,2.0,3,4.0,1.0,3,0.0,-1.0,4.0,398,2.0,0.0,0,1,0,4_4,3980000.0,1592.0,15,2.0,1
220,49,1.0,2.0,15,2.0,1.0,2.0,4,4.0,0.0,2,0.0,-1.0,4.0,349,2.0,1.0,0,1,1,4_4,3490000.0,2094.0,23,2.0,0
221,50,0.0,2.0,9,2.0,1.0,2.0,3,4.0,1.0,1,0.0,-1.0,4.0,274,2.0,1.0,0,1,0,4_4,2740000.0,3288.0,15,2.0,0
222,32,1.0,3.0,13,2.0,0.0,2.0,3,4.0,1.0,2,1.0,-1.0,4.0,255,3.0,1.0,0,1,0,4_4,2550000.0,1530.0,19,2.0,0
223,26,0.0,2.0,14,2.0,0.0,2.0,3,4.0,0.0,1,1.0,0.0,4.0,350,1.0,0.0,0,1,0,4_4,3500000.0,4200.0,20,2.0,1
224,22,0.0,2.0,9,2.0,1.0,2.0,3,4.0,1.0,3,1.0,0.0,4.0,263,2.0,1.0,0,1,0,4_4,2630000.0,1052.0,15,2.0,1
225,51,0.0,2.0,10,2.0,1.0,1.0,4,1.0,1.0,2,0.0,2.0,1.0,547,2.0,0.0,0,1,1,1_1,5470000.0,3282.0,18,1.0,0
226,59,0.0,2.0,10,2.0,0.0,1.0,3,1.0,0.0,6,0.0,1.0,1.0,600,0.0,1.0,0,0,1,1_1,6000000.0,1200.0,16,1.0,0
227,39,0.0,1.0,17,2.0,0.0,1.0,3,1.0,1.0,2,0.0,1.0,1.0,539,0.0,0.0,0,0,1,1_1,5390000.0,3234.0,23,1.0,0
228,41,1.0,2.0,13,1.0,1.0,2.0,4,3.0,1.0,7,0.0,0.0,3.0,360,2.0,1.0,0,1,1,3_3,3600000.0,617.1428571428571,21,2.0,0
229,36,1.0,1.0,10,1.0,0.0,3.0,4,4.0,0.0,2,0.0,-2.0,4.0,300,3.0,1.0,0,1,0,4_4,3000000.0,1800.0,18,3.0,0
230,57,1.0,2.0,8,1.0,0.0,1.0,5,0.0,0.0,4,0.0,2.0,0.0,538,2.0,1.0,0,1,1,0_0,5380000.0,1614.0,18,1.0,0
231,39,0.0,2.0,9,2.0,1.0,3.0,4,4.0,1.0,2,0.0,0.0,2.0,272,3.0,0.0,0,1,0,4_2,2720000.0,1632.0,17,3.0,0
232,38,1.0,3.0,20,1.0,1.0,2.0,4,2.0,1.0,2,0.0,-1.0,2.0,340,3.0,0.0,1,1,1,2_2,339.96600339966005,2040.0,28,1.0,0
233,36,1.0,3.0,15,1.0,0.0,2.0,4,2.0,0.0,5,0.0,0.0,2.0,400,0.0,0.0,1,0,1,2_2,399.9600039996,960.0,23,1.0,0
234,24,1.0,3.0,27,2.0,1.0,2.0,5,2.0,1.0,3,0.0,-1.0,2.0,334,1.0,0.0,1,1,1,2_2,333.96660333966605,1336.0,37,1.0,0
235,31,1.0,2.0,16,2.0,1.0,2.0,4,2.0,0.0,2,0.0,0.0,2.0,300,3.0,1.0,1,1,1,2_2,299.97000299970006,1800.0,24,1.0,0
236,23,1.0,2.0,13,1.0,1.0,2.0,4,2.0,1.0,1,1.0,0.0,2.0,343,1.0,0.0,1,1,1,2_2,342.965703429657,4116.0,21,1.0,0
237,33,1.0,1.0,14,1.0,1.0,2.0,4,3.0,1.0,4,0.0,0.0,3.0,414,3.0,1.0,1,1,1,3_3,413.95860413958604,1242.0,22,1.0,0
238,32,0.0,1.0,9,1.0,0.0,2.0,4,4.0,1.0,2,0.0,0.0,4.0,323,3.0,1.0,1,1,1,4_4,322.96770322967706,1938.0,17,1.0,0
239,52,1.0,1.0,15,1.0,0.0,2.0,4,2.0,1.0,2,0.0,0.0,2.0,366,2.0,1.0,1,1,1,2_2,365.963403659634,2196.0,23,1.0,0
240,30,0.0,1.0,10,1.0,1.0,2.0,4,4.0,1.0,5,0.0,0.0,4.0,259,2.0,1.0,1,1,1,4_4,258.97410258974105,621.6,18,1.0,0
241,32,0.0,1.0,14,1.0,0.0,2.0,4,4.0,1.0,3,0.0,-1.0,4.0,300,2.0,1.0,1,1,1,4_4,299.97000299970006,1200.0,22,1.0,0
242,42,0.0,1.0,16,2.0,1.0,2.0,4,3.0,1.0,5,1.0,0.0,3.0,428,2.0,1.0,1,1,1,3_3,427.95720427957207,1027.2,24,1.0,0
243,45,1.0,1.0,7,2.0,1.0,2.0,4,1.0,0.0,6,0.0,2.0,1.0,560,0.0,0.0,1,0,1,1_1,559.9440055994401,1120.0,15,1.0,0
244,40,0.0,2.0,15,0.0,1.0,2.0,4,3.0,1.0,1,0.0,1.0,3.0,340,2.0,0.0,1,1,1,3_3,339.96600339966005,4080.0,23,1.0,0
245,52,1.0,2.0,16,1.0,0.0,2.0,4,2.0,1.0,2,0.0,2.0,2.0,300,1.0,1.0,1,1,1,2_2,299.97000299970006,1800.0,24,1.0,0
246,45,0.0,3.0,16,1.0,0.0,2.0,4,3.0,1.0,2,0.0,2.0,3.0,407,3.0,0.0,1,1,1,3_3,406.95930406959303,2442.0,24,1.0,0
247,56,1.0,2.0,11,2.0,1.0,2.0,4,2.0,1.0,1,0.0,2.0,2.0,350,2.0,1.0,1,1,1,2_2,349.96500349965004,4200.0,19,1.0,0
248,40,1.0,1.0,14,1.0,1.0,3.0,4,3.0,1.0,1,0.0,1.0,3.0,390,3.0,1.0,0,1,0,3_3,3900000.0,4680.0,22,3.0,0
249,51,0.0,1.0,8,0.0,0.0,2.0,4,1.0,1.0,3,0.0,1.0,4.0,394,2.0,0.0,1,1,1,1_4,393.960603939606,1576.0,16,1.0,0
250,47,1.0,1.0,13,1.0,0.0,2.0,4,2.0,1.0,2,0.0,1.0,2.0,350,2.0,0.0,1,1,1,2_2,349.96500349965004,2100.0,21,1.0,0
251,36,1.0,1.0,6,1.0,1.0,2.0,4,4.0,0.0,1,0.0,1.0,4.0,270,2.0,1.0,1,1,1,4_4,269.97300269973005,3240.0,14,1.0,0
252,29,1.0,2.0,9,2.0,1.0,3.0,4,4.0,1.0,1,1.0,2.0,4.0,400,0.0,0.0,0,0,0,4_4,4000000.0,4800.0,17,3.0,1
253,41,1.0,1.0,21,1.0,0.0,2.0,4,3.0,1.0,2,1.0,2.0,3.0,419,1.0,0.0,1,1,1,3_3,418.95810418958104,2514.0,29,1.0,0
254,32,0.0,1.0,12,1.0,0.0,2.0,4,4.0,1.0,4,1.0,1.0,4.0,260,3.0,1.0,1,1,1,4_4,259.97400259974,780.0,20,1.0,0
255,43,0.0,2.0,33,1.0,1.0,2.0,5,2.0,1.0,8,0.0,0.0,2.0,455,2.0,0.0,1,1,1,2_2,454.95450454954505,682.5,43,1.0,0
256,37,0.0,2.0,9,2.0,0.0,2.0,5,2.0,1.0,1,0.0,0.0,2.0,324,1.0,0.0,1,1,1,2_2,323.967603239676,3888.0,19,1.0,0
257,38,1.0,2.0,25,2.0,1.0,2.0,5,2.0,0.0,8,0.0,0.0,2.0,340,1.0,0.0,1,1,1,2_2,339.96600339966005,510.0,35,1.0,0
258,43,1.0,2.0,10,2.0,1.0,2.0,5,2.0,1.0,7,0.0,0.0,2.0,300,3.0,0.0,1,1,1,2_2,299.97000299970006,514.2857142857143,20,1.0,0
259,47,0.0,2.0,17,2.0,0.0,2.0,5,2.0,1.0,5,1.0,-1.0,2.0,320,2.0,0.0,1,1,1,2_2,319.96800319968,768.0,27,1.0,0
260,40,1.0,1.0,9,2.0,1.0,2.0,5,2.0,1.0,3,1.0,0.0,2.0,338,2.0,1.0,1,1,1,2_2,337.96620337966203,1352.0,19,1.0,0
261,45,1.0,1.0,14,1.0,1.0,2.0,3,0.0,0.0,3,0.0,1.0,0.0,320,2.0,0.0,0,1,0,0_0,3200000.0,1280.0,20,2.0,0
262,40,0.0,1.0,17,2.0,1.0,2.0,3,4.0,1.0,4,0.0,1.0,4.0,300,3.0,1.0,0,1,0,4_4,3000000.0,900.0,23,2.0,0
263,38,0.0,1.0,13,1.0,1.0,2.0,1,4.0,1.0,2,0.0,1.0,4.0,300,3.0,0.0,0,1,0,4_4,3000000.0,1800.0,15,2.0,0
264,39,0.0,2.0,16,1.0,1.0,2.0,2,2.0,1.0,1,0.0,1.0,2.0,294,0.0,1.0,0,0,0,2_2,2940000.0,3528.0,20,2.0,0
265,40,1.0,3.0,10,2.0,1.0,2.0,2,2.0,1.0,3,0.0,2.0,2.0,332,1.0,0.0,0,1,0,2_2,3320000.0,1328.0,14,2.0,0
266,32,0.0,1.0,9,1.0,0.0,2.0,3,4.0,1.0,1,0.0,1.0,4.0,264,0.0,0.0,0,0,0,4_4,2640000.0,3168.0,15,2.0,1
267,31,1.0,2.0,15,1.0,1.0,2.0,1,4.0,1.0,2,0.0,1.0,4.0,265,0.0,1.0,0,0,0,4_4,2650000.0,1590.0,17,2.0,1
268,51,0.0,2.0,8,2.0,1.0,2.0,2,3.0,1.0,2,0.0,1.0,3.0,405,1.0,0.0,0,1,0,3_3,4050000.0,2430.0,12,2.0,0
269,39,1.0,3.0,11,1.0,1.0,2.0,5,2.0,1.0,2,0.0,1.0,2.0,333,1.0,0.0,1,1,1,2_2,332.96670332966704,1998.0,21,1.0,0
270,35,0.0,1.0,11,1.0,0.0,2.0,5,2.0,1.0,2,0.0,1.0,2.0,340,1.0,0.0,1,1,1,2_2,339.96600339966005,2040.0,21,1.0,0
271,35,1.0,1.0,8,1.0,1.0,2.0,3,4.0,1.0,1,0.0,2.0,4.0,300,2.0,1.0,0,1,0,4_4,3000000.0,3600.0,14,2.0,0
272,31,0.0,2.0,8,2.0,1.0,2.0,3,4.0,1.0,1,0.0,1.0,4.0,270,0.0,1.0,0,0,0,4_4,2700000.0,3240.0,14,2.0,0
273,51,1.0,2.0,9,1.0,1.0,2.0,3,0.0,1.0,1,0.0,2.0,0.0,300,0.0,1.0,0,0,0,0_0,3000000.0,3600.0,15,2.0,0
274,48,0.0,2.0,23,1.0,0.0,2.0,4,2.0,1.0,2,0.0,1.0,2.0,363,1.0,1.0,1,1,1,2_2,362.96370362963705,2178.0,31,1.0,0
275,52,1.0,3.0,10,1.0,0.0,2.0,4,4.0,1.0,3,0.0,2.0,4.0,266,0.0,0.0,1,0,1,4_4,265.973402659734,1064.0,18,1.0,1
276,54,0.0,2.0,15,1.0,1.0,2.0,4,2.0,1.0,5,0.0,2.0,2.0,400,3.0,1.0,1,1,1,2_2,399.9600039996,960.0,23,1.0,0
277,30,1.0,1.0,9,0.0,1.0,2.0,4,4.0,1.0,7,1.0,2.0,4.0,269,3.0,0.0,0,1,1,4_4,2690000.0,461.14285714285717,17,2.0,1
278,49,1.0,2.0,9,2.0,0.0,2.0,3,0.0,1.0,5,1.0,2.0,0.0,286,2.0,0.0,0,1,0,0_0,2860000.0,686.4,15,2.0,0
279,45,0.0,2.0,16,2.0,0.0,2.0,3,3.0,1.0,2,0.0,2.0,3.0,464,3.0,1.0,0,1,0,3_3,4640000.0,2784.0,22,2.0,0
280,55,1.0,1.0,16,1.0,1.0,2.0,4,1.0,1.0,3,0.0,1.0,1.0,341,3.0,1.0,1,1,1,1_1,340.96590340965906,1364.0,24,1.0,0
281,40,1.0,1.0,15,1.0,1.0,2.0,4,4.0,1.0,3,0.0,1.0,4.0,263,0.0,0.0,1,0,1,4_4,262.97370262973703,1052.0,23,1.0,0
282,52,0.0,1.0,16,2.0,1.0,2.0,3,1.0,1.0,5,0.0,1.0,1.0,490,2.0,1.0,0,1,0,1_1,4900000.0,1176.0,22,2.0,0
283,46,0.0,2.0,5,2.0,1.0,3.0,4,3.0,1.0,2,0.0,2.0,3.0,405,2.0,0.0,2,1,0,3_3,202.48987550622468,2430.0,13,1.0,0
284,21,0.0,2.0,9,1.0,0.0,3.0,4,4.0,1.0,3,0.0,1.0,4.0,312,0.0,0.0,2,0,0,4_4,155.9922003899805,1248.0,17,1.0,0
285,42,1.0,2.0,10,1.0,1.0,3.0,4,0.0,0.0,4,0.0,1.0,0.0,495,2.0,1.0,2,1,0,0_0,247.48762561871905,1485.0,18,1.0,0
286,30,1.0,2.0,15,2.0,1.0,3.0,4,1.0,1.0,2,0.0,2.0,1.0,400,2.0,1.0,2,1,0,1_1,199.99000049997497,2400.0,23,1.0,0
287,40,1.0,2.0,8,1.0,1.0,3.0,4,3.0,1.0,3,0.0,2.0,3.0,342,3.0,0.0,2,1,0,3_3,170.9914504274786,1368.0,16,1.0,0
288,29,1.0,2.0,10,2.0,1.0,3.0,4,2.0,1.0,3,0.0,1.0,2.0,347,1.0,0.0,2,1,0,2_2,173.4913254337283,1388.0,18,1.0,0
289,48,1.0,3.0,32,2.0,1.0,3.0,4,1.0,1.0,5,0.0,1.0,1.0,526,3.0,1.0,2,1,0,1_1,262.9868506574671,1262.4,40,1.0,0
290,57,0.0,2.0,6,0.0,0.0,3.0,4,3.0,1.0,5,0.0,1.0,3.0,526,3.0,1.0,2,1,0,3_3,262.9868506574671,1262.4,14,1.0,0
291,38,0.0,2.0,14,2.0,0.0,3.0,4,3.0,0.0,2,0.0,1.0,3.0,375,0.0,1.0,2,0,0,3_3,187.49062546872653,2250.0,22,1.0,0
292,46,1.0,2.0,8,1.0,0.0,3.0,4,2.0,1.0,2,0.0,1.0,2.0,358,1.0,0.0,2,1,0,2_2,178.99105044747762,2148.0,16,1.0,0
293,42,1.0,2.0,12,1.0,1.0,3.0,4,3.0,0.0,4,0.0,2.0,3.0,484,2.0,1.0,2,1,0,3_3,241.98790060496972,1452.0,20,1.0,1
294,41,1.0,2.0,13,2.0,1.0,3.0,4,0.0,1.0,2,0.0,2.0,3.0,417,2.0,1.0,2,1,0,0_3,208.4895755212239,2502.0,21,1.0,0
295,47,1.0,2.0,6,2.0,1.0,3.0,4,1.0,1.0,4,0.0,1.0,1.0,467,1.0,1.0,2,1,0,1_1,233.48832558372078,1401.0,14,1.0,0
296,26,1.0,2.0,13,1.0,0.0,3.0,4,2.0,1.0,3,0.0,1.0,2.0,350,1.0,0.0,2,1,0,2_2,174.9912504374781,1400.0,21,1.0,0
297,54,1.0,2.0,16,1.0,1.0,3.0,4,3.0,0.0,5,0.0,1.0,3.0,385,0.0,1.0,2,0,0,3_3,192.49037548122593,924.0,24,1.0,0
298,30,1.0,2.0,14,2.0,1.0,3.0,4,3.0,0.0,5,0.0,1.0,3.0,440,2.0,0.0,2,1,0,3_3,219.98900054997247,1056.0,22,1.0,0
299,36,1.0,2.0,31,1.0,1.0,3.0,4,2.0,1.0,2,0.0,2.0,2.0,310,3.0,0.0,2,1,0,2_2,154.9922503874806,1860.0,39,1.0,0
300,38,0.0,2.0,22,2.0,1.0,3.0,4,3.0,1.0,3,0.0,1.0,3.0,398,1.0,0.0,2,1,0,3_3,198.9900504974751,1592.0,30,1.0,1
301,35,0.0,3.0,8,1.0,1.0,3.0,4,3.0,1.0,2,0.0,2.0,3.0,300,2.0,0.0,2,1,0,3_3,149.99250037498123,1800.0,16,1.0,0
302,37,0.0,2.0,14,1.0,0.0,3.0,4,3.0,0.0,3,0.0,1.0,3.0,356,0.0,0.0,2,0,0,3_3,177.99110044497775,1424.0,22,1.0,0
303,29,0.0,3.0,10,2.0,0.0,3.0,4,4.0,1.0,3,1.0,1.0,4.0,312,2.0,0.0,2,1,0,4_4,155.9922003899805,1248.0,18,1.0,1
304,40,1.0,2.0,29,1.0,1.0,3.0,4,3.0,0.0,7,1.0,1.0,3.0,388,0.0,0.0,2,0,0,3_3,193.99030048497573,665.1428571428571,37,1.0,1
